EmpID,BiasInfluentialFactor,FitmentPercent
15684,DegreeBranch,81.31
7861,Gender,78.96
8072,,54.93
17051,Gender,78.59
17037,,53.53
3471,Gender,80.36
24084,,56.41
15986,,56.0
3183,Gender,79.56
3534,Gender,78.7
6718,Gender,80.02
12060,,80.99
2240,YearsOfExperince,80.72
2238,DegreeBranch,81.2
14790,CurrentCompanyType,57.0
10972,YearsOfExperince,78.91
3526,YearsOfExperince,81.28
11012,Gender,79.53
18998,EmpScore,81.18
2056,Gender,78.97
18170,EmpScore,81.28
7989,Gender,80.25
20248,Gender,79.87
13482,YearsOfExperince,81.13
23338,,81.31
19965,DegreeBranch,81.28
18101,,53.04
6562,EmpScore,81.16
4277,YearsOfExperince,81.25
22520,,80.8
21665,,52.68
8059,Gender,80.1
4748,MartialStatus,81.15
5658,DegreeBranch,78.24
10945,CurrentCompanyType,89.62
4880,DegreeBranch,88.41
2207,,56.04
19438,,58.66
10833,YearsOfExperince,81.28
14033,DegreeBranch,90.05
6463,Gender,79.26
21279,CurrentCompanyType,79.06
3554,Gender,79.76
23677,,58.93
14614,,57.32
10039,,80.61
13566,MartialStatus,81.14
4498,DegreeBranch,81.37
7574,YearsOfExperince,89.08
6714,DegreeBranch,78.3
22126,Gender,79.76
19799,LatestDegreeCGPA,56.17
21656,Gender,80.01
17749,MartialStatus,81.15
23760,,52.23
14578,Gender,78.28
10340,Gender,79.02
13308,YearsOfExperince,81.19
3663,YearsOfExperince,81.31
10278,,56.66
10781,Gender,79.81
6952,Gender,79.68
24347,EmpScore,80.71
20959,EmpScore,88.21
13355,MartialStatus,81.22
2185,DegreeBranch,81.28
12386,,55.89
5732,CurrentCompanyType,89.64
21591,MartialStatus,81.3
18881,Gender,79.89
10973,DegreeBranch,81.22
8497,,55.05
14339,MartialStatus,81.2
5652,DegreeBranch,81.09
23852,MartialStatus,81.2
16883,Gender,78.84
17529,EmpScore,80.73
22288,,55.13
6973,DegreeBranch,81.0
8460,DegreeBranch,80.88
8232,Gender,78.85
17133,EmpScore,81.22
6085,Gender,79.72
20147,CurrentCompanyType,56.42
11296,,56.74
23036,DegreeBranch,81.14
16871,EmpScore,89.1
3425,DegreeBranch,81.19
4901,DegreeBranch,81.18
17975,EmpScore,81.28
16335,,55.27
14599,Gender,79.85
17805,DegreeBranch,81.32
18724,DegreeBranch,88.68
12033,Gender,80.38
13440,YearsOfExperince,79.19
22301,HighestDegree,81.0
12798,Gender,80.06
20395,DegreeBranch,88.43
16052,,81.22
19569,Gender,79.23
23931,CurrentCompanyType,55.56
6375,Gender,80.02
8362,EmpScore,89.07
7093,MartialStatus,81.28
16643,YearsOfExperince,80.41
16747,Gender,78.56
14449,,53.78
4950,YearsOfExperince,81.28
19112,,57.51
15212,Gender,79.86
20007,Gender,80.41
9459,Gender,79.91
3191,,52.8
19273,HighestDegree,80.93
21531,YearsOfExperince,81.24
19399,EmpScore,88.79
10240,,55.49
2164,Gender,79.85
2273,Gender,79.24
21774,YearsOfExperince,55.72
20895,,57.63
15703,Gender,80.16
16163,DegreeBranch,81.22
13208,Gender,80.08
2349,HighestDegree,81.11
10434,YearsOfExperince,81.28
20222,EmpScore,80.98
19818,DegreeBranch,81.2
7267,,55.11
8577,Gender,80.02
2884,DegreeBranch,89.84
22665,Gender,79.59
9616,,57.65
12859,DegreeBranch,81.02
4658,EmpScore,81.17
11951,DegreeBranch,79.78
18132,,54.29
14123,YearsOfExperince,78.49
13815,,80.84
22326,,54.94
4207,YearsOfExperince,79.68
14384,DegreeBranch,57.24
23809,Gender,80.03
13855,,57.11
6548,HighestDegree,81.32
16888,Gender,78.48
6666,YearsOfExperince,81.1
13536,YearsOfExperince,81.24
21227,YearsOfExperince,80.26
15112,DegreeBranch,81.19
8385,Gender,79.9
5136,EmpScore,81.28
9643,YearsOfExperince,81.2
4637,,54.92
18664,Gender,79.94
21035,MartialStatus,81.24
20822,,56.81
8652,Gender,80.47
17717,,57.14
21890,,81.14
3489,,81.2
14077,,55.77
23458,,56.27
22336,,56.8
4080,DegreeBranch,81.22
20314,DegreeBranch,82.38
8842,,56.25
9834,DegreeBranch,79.41
4956,DegreeBranch,89.65
12318,,55.64
11916,DegreeBranch,89.07
15665,DegreeBranch,81.13
14919,Gender,79.33
12871,,80.82
16863,DegreeBranch,81.22
8905,DegreeBranch,80.55
10467,YearsOfExperince,81.07
9362,,80.97
7534,,54.01
18453,,79.53
2769,DegreeBranch,89.1
8946,,54.12
16468,,54.06
7158,YearsOfExperince,79.93
11453,DegreeBranch,79.1
7666,DegreeBranch,89.9
12246,,56.77
9796,,55.63
5484,Gender,79.57
8466,Gender,79.16
2995,,81.24
8492,DegreeBranch,80.93
19311,,55.85
22195,,56.58
14407,HighestDegree,81.24
6583,DegreeBranch,81.0
4638,,53.93
8724,HighestDegree,81.31
16726,Gender,80.25
14865,Gender,79.62
6901,CurrentCompanyType,52.92
13016,YearsOfExperince,79.49
23887,,57.07
19755,Gender,80.3
9080,Gender,80.09
7052,Gender,79.49
5327,DegreeBranch,81.2
8201,Gender,78.65
24096,DegreeBranch,79.99
2146,,55.62
14042,,57.02
10059,CurrentCompanyType,54.45
18347,DegreeBranch,81.3
4720,HighestDegree,89.05
19514,DegreeBranch,88.74
8078,Gender,79.92
9918,Gender,79.59
22733,Gender,80.36
22671,,55.72
10669,,53.79
22056,YearsOfExperince,78.0
3644,Gender,80.02
4934,Gender,80.48
23648,Gender,79.74
8390,Gender,79.26
7228,MartialStatus,80.94
12405,YearsOfExperince,79.21
8394,EmpScore,88.54
22290,DegreeBranch,89.04
4905,DegreeBranch,82.08
14630,DegreeBranch,81.22
12457,DegreeBranch,81.02
6749,,80.8
23315,YearsOfExperince,89.84
9192,Gender,79.08
19128,Gender,79.33
22019,,57.2
23938,YearsOfExperince,79.82
11910,MartialStatus,81.33
4074,YearsOfExperince,80.94
6688,,55.8
18112,,81.11
23221,CurrentCompanyType,78.56
2808,Gender,79.02
19031,,54.32
13761,,54.41
15696,DegreeBranch,88.75
11164,Gender,79.56
12052,Gender,79.45
14126,DegreeBranch,81.22
23167,Gender,79.58
18435,YearsOfExperince,80.02
20017,YearsOfExperince,81.07
11251,,81.2
14344,Gender,79.62
10958,HighestDegree,80.72
23135,DegreeBranch,80.96
13870,,56.22
2571,Gender,79.98
20837,HighestDegree,87.98
9774,DegreeBranch,89.81
16050,HighestDegree,80.57
5234,CurrentCompanyType,55.86
4102,DegreeBranch,81.28
2134,EmpScore,88.51
19219,DegreeBranch,89.1
24113,,52.89
3646,,56.88
14634,Gender,79.13
14608,MartialStatus,81.22
8295,DegreeBranch,81.24
6616,DegreeBranch,81.0
5610,DegreeBranch,89.18
12866,DegreeBranch,81.33
5167,,56.98
22881,DegreeBranch,80.13
10810,Gender,79.89
5146,,53.57
3723,,55.01
7466,YearsOfExperince,81.25
7439,YearsOfExperince,81.24
21672,,55.41
19079,,58.27
7117,YearsOfExperince,81.25
7284,DegreeBranch,80.67
22093,Gender,79.27
19746,EmpScore,80.79
12865,,81.08
21307,Gender,78.77
2965,,56.99
7079,Gender,80.03
21017,YearsOfExperince,79.14
17504,,57.26
22757,MartialStatus,81.15
13910,Gender,79.7
19226,,56.31
21829,YearsOfExperince,81.29
4397,Gender,80.23
22910,CurrentCompanyType,57.27
5022,YearsOfExperince,79.96
15309,DegreeBranch,89.14
17794,Gender,79.43
14797,,56.54
5549,,81.33
4817,,55.05
8330,,55.35
8153,DegreeBranch,81.04
15014,DegreeBranch,81.32
24387,YearsOfExperince,88.73
10241,DegreeBranch,81.09
8117,DegreeBranch,81.32
11795,,57.14
5429,,57.01
9921,,52.81
19213,Gender,80.0
10451,DegreeBranch,88.47
19833,DegreeBranch,80.93
21284,,54.37
7559,,54.01
10580,CurrentCompanyType,78.65
5958,YearsOfExperince,81.16
9804,HighestDegree,81.28
7375,YearsOfExperince,81.13
22914,DegreeBranch,88.52
12623,,54.67
23670,,55.85
4191,Gender,79.97
10992,,79.89
23803,CurrentCompanyType,55.51
13573,YearsOfExperince,89.04
7306,Gender,80.07
5127,Gender,80.34
21302,LatestDegreeCGPA,80.81
17400,,57.05
22967,YearsOfExperince,79.67
16996,Gender,79.96
19536,YearsOfExperince,80.81
14100,DegreeBranch,81.32
17518,Gender,79.13
14175,,54.62
20756,YearsOfExperince,81.18
21837,Gender,79.97
12197,,55.63
20633,Gender,80.06
20725,Gender,79.31
19972,Gender,78.15
18094,DegreeBranch,81.2
2303,DegreeBranch,89.99
7822,Gender,79.11
6875,Gender,79.73
5611,DegreeBranch,88.83
7001,DegreeBranch,81.22
13895,DegreeBranch,81.22
19403,Gender,80.01
5834,DegreeBranch,81.24
24381,DegreeBranch,81.3
19553,YearsOfExperince,78.73
20607,DegreeBranch,88.39
4396,YearsOfExperince,79.14
10313,DegreeBranch,80.88
9089,Gender,80.02
13968,,55.9
12537,Gender,80.1
4444,YearsOfExperince,79.92
3370,DegreeBranch,79.43
12125,,53.73
20539,,54.33
17377,YearsOfExperince,79.49
6669,Gender,79.96
7830,DegreeBranch,81.2
20629,,55.78
11647,HighestDegree,80.78
12559,,80.95
15669,DegreeBranch,81.32
17627,,54.17
8919,Gender,80.04
5895,,56.21
9509,,53.37
14247,,54.05
5034,DegreeBranch,81.28
17108,MartialStatus,80.84
17158,YearsOfExperince,79.93
10508,,81.31
7764,CurrentCompanyType,89.84
17393,CurrentCompanyType,58.32
19830,EmpScore,88.47
20588,Gender,79.28
15391,YearsOfExperince,81.18
10913,,54.94
24103,,56.18
10000,EmpScore,88.05
11287,,80.97
5761,Gender,79.18
10085,,55.29
20389,,55.24
15358,YearsOfExperince,79.48
6879,Gender,79.29
6673,Gender,80.35
16260,YearsOfExperince,81.11
12200,YearsOfExperince,80.79
3521,YearsOfExperince,79.92
16315,DegreeBranch,81.31
6455,YearsOfExperince,88.98
24131,,58.44
8948,,54.74
6809,Gender,80.02
6367,,57.84
10878,EmpScore,88.29
5475,DegreeBranch,81.37
16717,Gender,78.86
6488,MartialStatus,81.28
22664,,55.84
22545,,56.16
12471,Gender,79.94
19236,DegreeBranch,81.33
15317,DegreeBranch,81.14
6397,,56.91
15338,,55.36
2411,,55.35
22448,,58.72
8456,Gender,79.16
14751,,54.02
24091,YearsOfExperince,79.48
9637,,57.28
3141,Gender,80.06
5271,Gender,79.96
9503,YearsOfExperince,89.04
18713,DegreeBranch,81.24
4425,YearsOfExperince,82.12
5744,Gender,79.49
16797,,54.91
9827,,55.76
2268,Gender,79.31
12633,,55.42
14054,DegreeBranch,81.26
12106,,55.26
3679,Gender,79.69
15024,,55.32
18051,Gender,79.8
17861,DegreeBranch,81.25
19681,,54.7
13025,,80.1
24093,EmpScore,81.04
5554,,55.28
10916,DegreeBranch,89.84
15543,YearsOfExperince,79.31
3452,,54.94
7919,YearsOfExperince,80.81
12381,Gender,80.33
21663,EmpScore,81.16
12863,,81.18
18081,,54.86
8067,Gender,80.19
4274,YearsOfExperince,79.75
3814,YearsOfExperince,81.18
21633,,55.75
19513,DegreeBranch,81.15
9758,,54.26
6162,YearsOfExperince,81.28
20984,,56.08
4728,DegreeBranch,89.62
24130,Gender,79.23
23322,YearsOfExperince,80.6
4430,DegreeBranch,81.23
22502,,82.29
21589,HighestDegree,89.07
24295,CurrentCompanyType,80.1
23503,Gender,79.92
6027,Gender,79.27
16279,,57.13
8709,YearsOfExperince,80.65
18531,EmpScore,81.28
21952,,53.39
10710,Gender,78.79
21551,,80.7
12631,Gender,79.92
21843,,55.19
12510,YearsOfExperince,89.04
23294,YearsOfExperince,79.5
7719,Gender,80.03
22944,,81.16
21081,,55.2
13988,YearsOfExperince,88.81
10330,DegreeBranch,89.68
13027,Gender,80.53
14443,,55.54
15509,,56.44
8413,DegreeBranch,81.22
8195,HighestDegree,81.28
20793,,53.46
13591,DegreeBranch,79.45
20709,DegreeBranch,81.27
13732,EmpScore,81.22
5961,YearsOfExperince,81.13
15736,DegreeBranch,81.22
19258,,56.46
6382,Gender,79.35
22394,DegreeBranch,89.1
3968,Gender,79.89
11859,Gender,80.19
7611,Gender,79.92
22207,EmpScore,88.75
19025,,55.14
6588,YearsOfExperince,79.2
5156,,54.18
8039,DegreeBranch,80.56
10324,YearsOfExperince,79.8
9668,,55.35
11745,EmpScore,81.33
14745,Gender,80.42
2906,DegreeBranch,81.37
15562,YearsOfExperince,79.22
19133,HighestDegree,81.28
17128,DegreeBranch,81.32
20903,Gender,79.63
13530,,81.24
24217,YearsOfExperince,79.6
10166,CurrentCompanyType,56.83
22649,MartialStatus,81.15
24345,DegreeBranch,88.79
24354,DegreeBranch,88.55
4947,DegreeBranch,89.04
19992,DegreeBranch,89.91
3169,,55.25
2750,,56.56
2694,CurrentCompanyType,56.81
14839,Gender,80.2
7171,,81.19
5838,Gender,79.76
4517,,55.31
21627,HighestDegree,81.35
20076,,57.41
11398,Gender,80.2
2725,,55.68
4589,Gender,79.43
9251,Gender,78.73
23897,YearsOfExperince,81.18
2350,HighestDegree,81.32
11506,Gender,79.2
18878,HighestDegree,81.18
11362,Gender,79.62
4571,,54.93
23787,Gender,78.71
22773,YearsOfExperince,81.24
7760,,58.52
22890,Gender,80.04
19326,Gender,79.41
14258,,79.98
17862,HighestDegree,81.09
21033,Gender,79.36
6681,Gender,80.01
13067,MartialStatus,81.08
21792,EmpScore,88.21
9266,,56.07
18057,YearsOfExperince,80.32
6837,YearsOfExperince,78.7
14853,,80.85
19506,Gender,79.84
24141,,80.67
20198,,55.85
12147,,56.05
11290,CurrentCompanyType,79.8
15572,CurrentCompanyType,89.9
13925,MartialStatus,81.15
11378,HighestDegree,81.28
23836,YearsOfExperince,80.1
20682,Gender,78.57
12221,,55.78
7219,,80.51
7966,DegreeBranch,81.3
7776,,53.8
18712,YearsOfExperince,78.91
14120,DegreeBranch,80.96
9538,Gender,78.7
19444,YearsOfExperince,81.28
13820,,80.75
17112,DegreeBranch,81.22
16801,,53.58
24057,HighestDegree,81.28
14574,CurrentCompanyType,90.0
17828,,55.24
3605,Gender,80.06
19601,YearsOfExperince,81.28
21294,DegreeBranch,88.47
14626,DegreeBranch,89.86
3678,Gender,80.06
3888,Gender,78.9
13931,Gender,78.86
18661,DegreeBranch,81.28
19871,Gender,79.97
2742,,57.05
15870,,81.22
12136,Gender,79.89
22062,DegreeBranch,79.9
17440,Gender,79.45
18088,EmpScore,89.16
3441,DegreeBranch,89.05
16366,Gender,80.14
20930,DegreeBranch,81.09
2329,,57.11
7523,Gender,80.22
8627,YearsOfExperince,89.78
12969,HighestDegree,89.86
6236,Gender,79.8
4337,,82.75
7845,Gender,78.93
16951,,56.38
3559,Gender,79.67
15847,Gender,80.36
8568,,54.75
17524,YearsOfExperince,89.77
5681,CurrentCompanyType,54.41
11685,Gender,79.81
2821,CurrentCompanyType,57.81
6195,,55.74
19454,DegreeBranch,81.22
17110,,54.77
20053,,55.88
21593,,54.71
8331,DegreeBranch,81.22
7713,CurrentCompanyType,55.95
20556,EmpScore,81.33
22574,DegreeBranch,81.32
4260,MartialStatus,81.22
2620,EmpScore,80.7
12845,YearsOfExperince,78.81
22591,Gender,79.61
12632,DegreeBranch,81.32
23079,DegreeBranch,81.24
16898,,79.15
15881,YearsOfExperince,79.9
14122,Gender,80.1
5836,YearsOfExperince,81.0
4586,DegreeBranch,81.21
4358,YearsOfExperince,80.02
10519,DegreeBranch,81.32
6450,,54.11
16664,YearsOfExperince,81.08
16248,Gender,80.2
2688,,79.11
9625,HighestDegree,80.28
21812,EmpScore,88.47
13538,YearsOfExperince,79.77
8615,,56.86
15852,Gender,79.88
19930,MartialStatus,81.25
23891,YearsOfExperince,81.24
10392,DegreeBranch,80.9
16712,Gender,79.97
22647,DegreeBranch,81.22
24048,HighestDegree,81.32
7641,EmpScore,81.22
12250,YearsOfExperince,89.92
3034,Gender,80.65
13995,MartialStatus,81.22
6759,EmpScore,89.14
2575,YearsOfExperince,81.24
10461,YearsOfExperince,81.05
11083,Gender,79.86
19411,YearsOfExperince,80.7
24298,HighestDegree,81.28
15490,HighestDegree,81.09
19473,,55.49
14391,,57.37
13072,HighestDegree,81.12
19171,CurrentCompanyType,57.5
4087,,55.71
8918,,54.73
2138,Gender,79.81
17584,DegreeBranch,81.37
14691,DegreeBranch,79.1
7174,EmpScore,88.62
12739,DegreeBranch,80.76
19105,,57.92
20787,YearsOfExperince,81.35
15725,YearsOfExperince,79.14
6791,DegreeBranch,81.22
19154,,56.13
18801,,80.01
17712,,57.86
22190,,55.96
18123,Gender,79.97
12908,DegreeBranch,81.28
5213,DegreeBranch,55.54
21348,HighestDegree,88.88
18222,,54.57
23255,MartialStatus,81.11
3070,Gender,79.69
3248,Gender,79.47
19260,,56.77
3063,,57.3
16666,Gender,78.52
16048,YearsOfExperince,81.13
16361,,52.79
22206,DegreeBranch,81.23
11485,,57.72
7468,,55.81
9470,,53.51
16427,LatestDegreeCGPA,81.22
4921,YearsOfExperince,78.77
8189,,55.09
14697,DegreeBranch,81.19
9364,HighestDegree,81.28
17040,,56.31
9122,,54.13
4418,,52.14
7388,HighestDegree,89.12
17206,,59.92
18136,,54.17
14988,,80.53
22907,YearsOfExperince,78.54
16642,,53.13
19353,,80.66
20201,,55.63
2698,Gender,80.31
19122,,55.5
6495,Gender,79.03
5745,Gender,80.13
18763,HighestDegree,81.05
20376,Gender,80.27
3444,,56.71
8143,HighestDegree,89.14
17616,Gender,78.89
12337,DegreeBranch,89.1
2202,EmpScore,88.76
10255,CurrentCompanyType,56.39
18788,DegreeBranch,89.08
17697,,57.42
7200,EmpScore,81.28
2935,HighestDegree,81.22
12758,Gender,78.73
4185,Gender,79.98
3342,EmpScore,88.79
2507,EmpScore,81.28
22594,EmpScore,89.18
6378,HighestDegree,81.13
18848,HighestDegree,81.32
17817,,56.11
23275,CurrentCompanyType,89.48
5775,DegreeBranch,81.37
23987,Gender,79.86
10931,Gender,79.73
22124,,55.0
3445,Gender,80.2
10911,EmpScore,80.52
20967,Gender,80.17
19199,YearsOfExperince,80.01
23643,DegreeBranch,81.24
15638,Gender,78.74
3145,,56.97
19064,DegreeBranch,80.67
16994,,54.23
8119,HighestDegree,89.05
5485,DegreeBranch,80.93
19109,Gender,79.77
18619,,53.71
8388,,56.63
3125,,55.35
16804,DegreeBranch,81.28
16735,Gender,79.04
8674,,54.8
9283,YearsOfExperince,81.2
11184,,54.33
22821,CurrentCompanyType,57.37
16751,Gender,79.02
15367,Gender,79.27
8227,YearsOfExperince,79.89
15365,,56.89
18972,,55.22
9010,DegreeBranch,81.17
17289,,56.02
12933,Gender,80.32
16944,MartialStatus,80.79
8935,,54.78
4040,HighestDegree,81.33
20671,Gender,80.36
2139,Gender,79.91
14173,HighestDegree,81.28
7045,DegreeBranch,78.66
4528,HighestDegree,81.2
6696,DegreeBranch,81.28
6867,Gender,79.91
10094,EmpScore,88.74
8406,,55.42
11712,EmpScore,88.39
2376,,79.81
4870,,56.39
13619,DegreeBranch,79.37
17115,,80.52
8091,Gender,79.45
15386,CurrentCompanyType,89.96
5198,Gender,79.87
11950,Gender,79.53
14325,DegreeBranch,88.53
18889,DegreeBranch,89.88
18657,YearsOfExperince,81.16
19424,DegreeBranch,80.85
11116,CurrentCompanyType,55.59
12786,DegreeBranch,81.14
10237,Gender,79.4
16282,Gender,79.41
10014,EmpScore,89.04
23727,DegreeBranch,80.86
13970,DegreeBranch,80.98
14067,Gender,78.54
21778,EmpScore,81.14
19088,DegreeBranch,81.32
7959,Gender,78.94
23795,YearsOfExperince,80.82
20582,CurrentCompanyType,89.06
11225,,55.35
17587,,81.18
9797,,56.14
8524,,80.57
6144,DegreeBranch,89.95
19495,HighestDegree,81.3
6103,MartialStatus,81.22
7815,YearsOfExperince,79.64
15359,Gender,80.53
18625,DegreeBranch,81.32
3148,Gender,79.23
8678,CurrentCompanyType,89.89
9118,Gender,79.93
7124,DegreeBranch,80.53
18055,DegreeBranch,88.54
14279,DegreeBranch,88.83
5074,,56.5
2008,EmpScore,81.27
15144,CurrentCompanyType,78.0
5042,Gender,80.18
4461,DegreeBranch,81.32
20674,EmpScore,88.7
6142,,57.0
17534,DegreeBranch,81.26
13592,DegreeBranch,81.08
6536,LatestDegreeCGPA,80.64
9585,Gender,79.62
13399,CurrentCompanyType,56.69
24357,YearsOfExperince,77.71
5376,MartialStatus,81.22
13046,,56.29
2433,DegreeBranch,80.05
10851,,55.03
5914,HighestDegree,81.28
23211,,56.41
17657,DegreeBranch,81.14
15802,DegreeBranch,79.08
10523,LatestDegreeCGPA,81.22
10419,Gender,79.93
18663,HighestDegree,81.1
20489,MartialStatus,81.18
14230,,57.17
7188,,81.12
13418,,56.91
15536,Gender,79.8
11049,YearsOfExperince,80.05
8206,YearsOfExperince,81.13
17227,Gender,78.88
11597,MartialStatus,81.28
6728,,56.18
14642,DegreeBranch,81.05
21347,YearsOfExperince,81.16
5292,DegreeBranch,81.33
3102,Gender,79.94
4940,EmpScore,81.28
17123,DegreeBranch,89.53
8225,Gender,79.87
3414,,81.22
8850,YearsOfExperince,79.73
17222,,55.53
4215,,55.13
4499,YearsOfExperince,81.18
12416,EmpScore,89.05
2119,DegreeBranch,89.1
17673,CurrentCompanyType,79.34
21711,Gender,79.41
23647,Gender,80.24
15470,YearsOfExperince,88.58
22400,Gender,79.66
8571,DegreeBranch,79.37
19345,,79.97
3048,YearsOfExperince,79.17
12722,Gender,79.19
14738,,55.4
11558,Gender,79.15
20894,HighestDegree,81.21
11367,EmpScore,81.28
15106,EmpScore,81.26
6245,CurrentCompanyType,57.95
9100,,52.69
14850,,54.41
9568,,55.61
21940,DegreeBranch,81.2
11600,Gender,80.24
23411,,54.13
14735,Gender,78.73
14566,Gender,78.98
16931,,54.34
11464,YearsOfExperince,80.88
14227,,58.25
11812,EmpScore,88.16
10653,DegreeBranch,81.15
16080,Gender,79.96
5970,CurrentCompanyType,56.34
19178,YearsOfExperince,79.75
3150,Gender,79.91
15412,EmpScore,89.05
23911,,81.18
7517,,54.84
3625,YearsOfExperince,81.24
2544,Gender,79.75
21736,YearsOfExperince,79.28
3707,DegreeBranch,80.59
17101,,55.92
15265,Gender,79.92
9061,EmpScore,81.28
20751,,56.6
22484,EmpScore,81.13
5347,EmpScore,81.22
6950,YearsOfExperince,78.97
12351,Gender,78.92
22799,DegreeBranch,80.93
18001,CurrentCompanyType,56.8
15607,YearsOfExperince,79.85
21281,,52.92
15073,CurrentCompanyType,58.36
12720,YearsOfExperince,88.37
8968,DegreeBranch,79.84
19939,,80.53
22505,Gender,80.03
19050,HighestDegree,81.33
18492,Gender,79.62
11029,EmpScore,81.22
3801,HighestDegree,88.55
8624,CurrentCompanyType,78.48
23589,YearsOfExperince,79.83
8475,Gender,80.07
11902,CurrentCompanyType,54.25
11949,,81.08
18517,DegreeBranch,89.12
8422,,56.67
17664,EmpScore,81.22
20047,CurrentCompanyType,89.79
12201,YearsOfExperince,88.24
24229,EmpScore,81.28
8112,YearsOfExperince,79.71
10208,DegreeBranch,79.46
2511,HighestDegree,80.28
6202,MartialStatus,80.92
18740,DegreeBranch,81.13
6727,DegreeBranch,81.37
7930,YearsOfExperince,81.31
4699,Gender,79.43
24016,,81.28
3549,,55.49
17218,,81.05
11427,YearsOfExperince,79.83
14300,DegreeBranch,89.14
14603,DegreeBranch,88.21
20946,DegreeBranch,81.32
15291,CurrentCompanyType,78.72
6520,DegreeBranch,81.18
16354,,82.72
18192,Gender,79.6
2854,Gender,79.88
10579,YearsOfExperince,78.67
15223,HighestDegree,81.39
24276,Gender,79.97
3661,Gender,78.3
5303,YearsOfExperince,78.63
15420,Gender,80.34
16215,DegreeBranch,81.14
6886,Gender,79.93
2451,DegreeBranch,89.63
21874,MartialStatus,81.24
12131,Gender,78.31
7741,Gender,78.98
4037,YearsOfExperince,79.71
23096,,55.45
3956,,55.62
3793,DegreeBranch,88.81
11480,Gender,78.32
4406,,54.6
21471,YearsOfExperince,81.51
8452,YearsOfExperince,82.45
11996,YearsOfExperince,80.63
2528,Gender,79.27
5634,,55.11
10011,EmpScore,81.18
3453,DegreeBranch,88.96
11937,Gender,79.66
16575,Gender,79.37
23090,HighestDegree,89.85
21282,DegreeBranch,81.32
11440,DegreeBranch,81.32
2034,YearsOfExperince,78.74
8415,Gender,80.36
19253,,55.08
19808,HighestDegree,80.01
2930,DegreeBranch,81.27
12976,EmpScore,81.2
16595,HighestDegree,81.25
3269,,57.28
21832,YearsOfExperince,81.93
15428,DegreeBranch,81.25
9743,DegreeBranch,81.32
12118,,79.75
23175,,56.09
15052,DegreeBranch,79.2
7102,Gender,79.55
24150,CurrentCompanyType,89.77
17682,Gender,78.83
23360,Gender,79.03
18562,Gender,79.57
7594,,80.75
9480,Gender,79.51
20872,YearsOfExperince,55.04
21314,DegreeBranch,89.21
2703,Gender,80.59
22796,DegreeBranch,88.47
13668,,54.8
2609,EmpScore,81.22
11663,YearsOfExperince,78.99
9409,YearsOfExperince,79.92
3781,DegreeBranch,80.63
4516,,80.96
17423,DegreeBranch,88.74
6684,,81.28
15398,,53.64
7769,Gender,80.1
16724,YearsOfExperince,81.25
24368,,55.79
6132,,53.93
10693,DegreeBranch,81.32
16833,YearsOfExperince,80.07
2692,,54.15
22987,YearsOfExperince,81.18
5282,DegreeBranch,81.16
4597,,54.71
17284,EmpScore,80.76
18999,DegreeBranch,89.99
14828,Gender,79.97
2729,,56.08
14806,DegreeBranch,88.83
20021,,81.2
14024,HighestDegree,81.32
